day,route_id,stop_name,hour,boarding_count,alighting_count,crowd_level
1,35,Chatrapati Square,15,3,6,LOW
1,35,Pratap Nagar,15,2,5,LOW
1,35,Trimurti Nagar,15,8,3,LOW
1,35,Dharampeth,15,5,3,LOW
1,35,Hingna,15,3,3,LOW
1,35,YCCE,15,6,3,LOW
1,35,Pardi,16,11,11,MEDIUM
1,35,HB Town,16,7,8,MEDIUM
1,35,Wathoda Square,16,8,11,MEDIUM
1,35,Kharbi Square,16,6,12,MEDIUM
1,35,Dighori,16,7,7,MEDIUM
1,35,Manewada,16,8,8,MEDIUM
1,35,Chatrapati Square,16,12,11,MEDIUM
1,35,Pratap Nagar,16,12,9,MEDIUM
1,35,Trimurti Nagar,16,14,9,MEDIUM
1,35,Dharampeth,16,7,11,MEDIUM
1,35,Hingna,16,13,8,MEDIUM
1,35,YCCE,16,11,10,MEDIUM
1,35,Pardi,17,10,26,HIGH
1,35,HB Town,17,19,22,HIGH
1,35,Wathoda Square,17,10,27,HIGH
1,35,Kharbi Square,17,11,25,HIGH
1,35,Dighori,17,12,26,HIGH
1,35,Manewada,17,15,28,HIGH
1,35,Chatrapati Square,17,19,28,HIGH
1,35,Pratap Nagar,17,16,25,HIGH
1,35,Trimurti Nagar,17,12,23,HIGH
1,35,Dharampeth,17,11,19,HIGH
1,35,Hingna,17,20,25,HIGH
1,35,YCCE,17,19,15,HIGH
1,35,Pardi,18,21,15,HIGH
1,35,HB Town,18,11,19,HIGH
1,35,Wathoda Square,18,10,16,HIGH
1,35,Kharbi Square,18,18,25,HIGH
1,35,Dighori,18,19,17,HIGH
1,35,Manewada,18,21,24,HIGH
1,35,Chatrapati Square,18,19,25,HIGH
1,35,Pratap Nagar,18,16,12,HIGH
1,35,Trimurti Nagar,18,18,12,HIGH
1,35,Dharampeth,18,20,19,HIGH
1,35,Hingna,18,12,21,HIGH
1,35,YCCE,18,14,28,HIGH
1,35,Pardi,19,17,28,HIGH
1,35,HB Town,19,19,19,HIGH
1,35,Wathoda Square,19,21,27,HIGH
1,35,Kharbi Square,19,20,26,HIGH
1,35,Dighori,19,22,27,HIGH
1,35,Manewada,19,11,26,HIGH
1,35,Chatrapati Square,19,13,18,HIGH
1,35,Pratap Nagar,19,14,28,HIGH
1,35,Trimurti Nagar,19,14,21,HIGH
1,35,Dharampeth,19,18,21,HIGH
1,35,Hingna,19,15,16,HIGH
1,35,YCCE,19,14,25,HIGH
1,35,Pardi,20,14,24,HIGH
1,35,HB Town,20,21,17,HIGH
1,35,Wathoda Square,20,19,17,HIGH
1,35,Kharbi Square,20,22,19,HIGH
1,35,Dighori,20,19,27,HIGH
1,35,Manewada,20,10,15,HIGH
1,35,Chatrapati Square,20,12,15,HIGH
1,35,Pratap Nagar,20,10,24,HIGH
1,35,Trimurti Nagar,20,17,19,HIGH
1,35,Dharampeth,20,22,16,HIGH
1,35,Hingna,20,16,27,HIGH
1,35,YCCE,20,17,24,HIGH
1,35,Pardi,21,9,11,MEDIUM
1,35,HB Town,21,8,8,MEDIUM
1,35,Wathoda Square,21,7,8,MEDIUM
1,35,Kharbi Square,21,7,9,MEDIUM
1,35,Dighori,21,13,11,MEDIUM
1,35,Manewada,21,8,12,MEDIUM
1,35,Chatrapati Square,21,8,10,MEDIUM
1,35,Pratap Nagar,21,7,6,MEDIUM
1,35,Trimurti Nagar,21,10,12,MEDIUM
1,35,Dharampeth,21,7,8,MEDIUM
1,35,Hingna,21,12,8,MEDIUM
1,35,YCCE,21,10,7,MEDIUM
2,61,Burdi,6,7,10,MEDIUM
2,61,Panchasheel Square,6,9,8,MEDIUM
2,61,Rahate Colony,6,9,10,MEDIUM
2,61,Ajni Square,6,14,11,MEDIUM
2,61,Chatrapati Square,6,12,8,MEDIUM
2,61,Ujjwal Nagar,6,9,12,MEDIUM
2,61,Airport,6,13,7,MEDIUM
2,61,Chinchbhavan,6,8,10,MEDIUM
2,61,Khapri,6,7,12,MEDIUM
2,61,Ashokwan,6,8,12,MEDIUM
2,61,Mohgaon,6,10,6,MEDIUM
2,61,Butibori,6,8,9,MEDIUM
2,61,Burdi,7,10,10,MEDIUM
2,61,Panchasheel Square,7,7,12,MEDIUM
2,61,Rahate Colony,7,6,7,MEDIUM
2,61,Ajni Square,7,13,7,MEDIUM
2,61,Chatrapati Square,7,9,6,MEDIUM
2,61,Ujjwal Nagar,7,10,12,MEDIUM
2,61,Airport,7,11,11,MEDIUM
2,61,Chinchbhavan,7,10,9,MEDIUM
2,61,Khapri,7,11,7,MEDIUM
2,61,Ashokwan,7,11,12,MEDIUM
2,61,Mohgaon,7,10,7,MEDIUM
2,61,Butibori,7,13,8,MEDIUM
2,61,Burdi,8,26,11,PEAK
2,61,Panchasheel Square,8,26,17,PEAK
2,61,Rahate Colony,8,23,22,PEAK
2,61,Ajni Square,8,15,10,PEAK
2,61,Chatrapati Square,8,27,13,PEAK
2,61,Ujjwal Nagar,8,15,10,PEAK
2,61,Airport,8,22,18,PEAK
2,61,Chinchbhavan,8,18,11,PEAK
2,61,Khapri,8,15,10,PEAK
2,61,Ashokwan,8,24,25,PEAK
2,61,Mohgaon,8,26,13,PEAK
2,61,Butibori,8,24,24,PEAK
2,61,Burdi,9,15,23,PEAK
2,61,Panchasheel Square,9,29,22,PEAK
2,61,Rahate Colony,9,27,22,PEAK
2,61,Ajni Square,9,29,15,PEAK
2,61,Chatrapati Square,9,28,14,PEAK
2,61,Ujjwal Nagar,9,15,18,PEAK
2,61,Airport,9,18,25,PEAK
2,61,Chinchbhavan,9,16,25,PEAK
2,61,Khapri,9,30,16,PEAK
2,61,Ashokwan,9,18,13,PEAK
2,61,Mohgaon,9,26,21,PEAK
2,61,Butibori,9,30,22,PEAK
2,61,Burdi,10,26,11,PEAK
2,61,Panchasheel Square,10,30,15,PEAK
2,61,Rahate Colony,10,18,17,PEAK
2,61,Ajni Square,10,25,13,PEAK
2,61,Chatrapati Square,10,22,16,PEAK
2,61,Ujjwal Nagar,10,30,19,PEAK
2,61,Airport,10,17,15,PEAK
2,61,Chinchbhavan,10,28,19,PEAK
2,61,Khapri,10,26,23,PEAK
2,61,Ashokwan,10,22,15,PEAK
2,61,Mohgaon,10,29,13,PEAK
2,61,Butibori,10,16,18,PEAK
2,61,Burdi,11,11,9,MEDIUM
2,61,Panchasheel Square,11,13,8,MEDIUM
2,61,Rahate Colony,11,12,11,MEDIUM
2,61,Ajni Square,11,6,8,MEDIUM
2,61,Chatrapati Square,11,12,6,MEDIUM
2,61,Ujjwal Nagar,11,14,12,MEDIUM
2,61,Airport,11,6,12,MEDIUM
2,61,Chinchbhavan,11,7,12,MEDIUM
2,61,Khapri,11,7,8,MEDIUM
2,61,Ashokwan,11,10,11,MEDIUM
2,61,Mohgaon,11,9,6,MEDIUM
2,61,Butibori,11,9,8,MEDIUM
2,61,Burdi,12,5,5,LOW
2,61,Panchasheel Square,12,7,4,LOW
2,61,Rahate Colony,12,2,6,LOW
2,61,Ajni Square,12,7,4,LOW
2,61,Chatrapati Square,12,2,4,LOW
2,61,Ujjwal Nagar,12,3,5,LOW
2,61,Airport,12,3,4,LOW
2,61,Chinchbhavan,12,3,5,LOW
2,61,Khapri,12,7,5,LOW
2,61,Ashokwan,12,3,2,LOW
2,61,Mohgaon,12,6,3,LOW
2,61,Butibori,12,3,3,LOW
2,61,Burdi,13,3,5,LOW
2,61,Panchasheel Square,13,2,4,LOW
2,61,Rahate Colony,13,6,6,LOW
2,61,Ajni Square,13,8,3,LOW
2,61,Chatrapati Square,13,6,6,LOW
2,61,Ujjwal Nagar,13,8,6,LOW
2,61,Airport,13,3,3,LOW
2,61,Chinchbhavan,13,7,4,LOW
2,61,Khapri,13,6,5,LOW
2,61,Ashokwan,13,8,6,LOW
2,61,Mohgaon,13,5,5,LOW
2,61,Butibori,13,4,3,LOW
2,61,Burdi,14,3,4,LOW
2,61,Panchasheel Square,14,3,6,LOW
2,61,Rahate Colony,14,7,4,LOW
2,61,Ajni Square,14,2,5,LOW
2,61,Chatrapati Square,14,7,4,LOW
2,61,Ujjwal Nagar,14,7,5,LOW
2,61,Airport,14,3,4,LOW
2,61,Chinchbhavan,14,7,5,LOW
2,61,Khapri,14,3,4,LOW
2,61,Ashokwan,14,8,6,LOW
2,61,Mohgaon,14,5,4,LOW
2,61,Butibori,14,8,2,LOW
2,61,Burdi,15,5,4,LOW
2,61,Panchasheel Square,15,6,6,LOW
2,61,Rahate Colony,15,4,6,LOW
2,61,Ajni Square,15,7,3,LOW
2,61,Chatrapati Square,15,6,3,LOW
2,61,Ujjwal Nagar,15,2,2,LOW
2,61,Airport,15,5,4,LOW
2,61,Chinchbhavan,15,5,5,LOW
2,61,Khapri,15,3,6,LOW
2,61,Ashokwan,15,5,3,LOW
2,61,Mohgaon,15,3,3,LOW
2,61,Butibori,15,6,3,LOW
2,61,Burdi,16,6,11,MEDIUM
2,61,Panchasheel Square,16,12,12,MEDIUM
2,61,Rahate Colony,16,7,10,MEDIUM
2,61,Ajni Square,16,12,11,MEDIUM
2,61,Chatrapati Square,16,12,8,MEDIUM
2,61,Ujjwal Nagar,16,14,9,MEDIUM
2,61,Airport,16,11,11,MEDIUM
2,61,Chinchbhavan,16,11,11,MEDIUM
2,61,Khapri,16,7,7,MEDIUM
2,61,Ashokwan,16,6,6,MEDIUM
2,61,Mohgaon,16,12,9,MEDIUM
2,61,Butibori,16,13,6,MEDIUM
2,61,Burdi,17,11,26,HIGH
2,61,Panchasheel Square,17,11,25,HIGH
2,61,Rahate Colony,17,14,17,HIGH
2,61,Ajni Square,17,10,25,HIGH
2,61,Chatrapati Square,17,12,15,HIGH
2,61,Ujjwal Nagar,17,22,26,HIGH
2,61,Airport,17,21,24,HIGH
2,61,Chinchbhavan,17,12,20,HIGH
2,61,Khapri,17,12,21,HIGH
2,61,Ashokwan,17,14,18,HIGH
2,61,Mohgaon,17,19,26,HIGH
2,61,Butibori,17,16,26,HIGH
2,61,Burdi,18,10,18,HIGH
2,61,Panchasheel Square,18,10,28,HIGH
2,61,Rahate Colony,18,15,26,HIGH
2,61,Ajni Square,18,10,14,HIGH
2,61,Chatrapati Square,18,18,22,HIGH
2,61,Ujjwal Nagar,18,14,13,HIGH
2,61,Airport,18,19,13,HIGH
2,61,Chinchbhavan,18,22,14,HIGH
2,61,Khapri,18,18,15,HIGH
2,61,Ashokwan,18,17,28,HIGH
2,61,Mohgaon,18,19,28,HIGH
2,61,Butibori,18,22,23,HIGH
2,61,Burdi,19,13,19,HIGH
2,61,Panchasheel Square,19,18,19,HIGH
2,61,Rahate Colony,19,12,15,HIGH
2,61,Ajni Square,19,19,18,HIGH
2,61,Chatrapati Square,19,12,22,HIGH
2,61,Ujjwal Nagar,19,13,15,HIGH
2,61,Airport,19,13,14,HIGH
2,61,Chinchbhavan,19,13,19,HIGH
2,61,Khapri,19,14,13,HIGH
2,61,Ashokwan,19,17,28,HIGH
2,61,Mohgaon,19,20,12,HIGH
2,61,Butibori,19,11,28,HIGH
2,61,Burdi,20,19,27,HIGH
2,61,Panchasheel Square,20,14,19,HIGH
2,61,Rahate Colony,20,20,14,HIGH
2,61,Ajni Square,20,21,14,HIGH
2,61,Chatrapati Square,20,14,16,HIGH
2,61,Ujjwal Nagar,20,13,25,HIGH
2,61,Airport,20,22,24,HIGH
2,61,Chinchbhavan,20,14,28,HIGH
2,61,Khapri,20,16,13,HIGH
2,61,Ashokwan,20,18,18,HIGH
2,61,Mohgaon,20,12,14,HIGH
2,61,Butibori,20,22,14,HIGH
2,61,Burdi,21,12,6,MEDIUM
2,61,Panchasheel Square,21,9,10,MEDIUM
2,61,Rahate Colony,21,9,7,MEDIUM
2,61,Ajni Square,21,11,9,MEDIUM
2,61,Chatrapati Square,21,13,6,MEDIUM
2,61,Ujjwal Nagar,21,11,9,MEDIUM
2,61,Airport,21,14,8,MEDIUM
2,61,Chinchbhavan,21,11,10,MEDIUM
2,61,Khapri,21,8,10,MEDIUM
2,61,Ashokwan,21,13,6,MEDIUM
2,61,Mohgaon,21,14,12,MEDIUM
2,61,Butibori,21,13,11,MEDIUM
2,35,Pardi,6,14,6,MEDIUM
2,35,HB Town,6,7,6,MEDIUM
2,35,Wathoda Square,6,9,12,MEDIUM
2,35,Kharbi Square,6,11,10,MEDIUM
2,35,Dighori,6,14,9,MEDIUM
2,35,Manewada,6,11,10,MEDIUM
2,35,Chatrapati Square,6,10,9,MEDIUM
2,35,Pratap Nagar,6,14,8,MEDIUM
2,35,Trimurti Nagar,6,8,11,MEDIUM
2,35,Dharampeth,6,6,11,MEDIUM
2,35,Hingna,6,6,11,MEDIUM
2,35,YCCE,6,7,8,MEDIUM
2,35,Pardi,7,13,7,MEDIUM
2,35,HB Town,7,6,8,MEDIUM
2,35,Wathoda Square,7,14,10,MEDIUM
2,35,Kharbi Square,7,13,9,MEDIUM
2,35,Dighori,7,14,10,MEDIUM
2,35,Manewada,7,12,11,MEDIUM
2,35,Chatrapati Square,7,11,8,MEDIUM
2,35,Pratap Nagar,7,12,7,MEDIUM
2,35,Trimurti Nagar,7,10,11,MEDIUM
2,35,Dharampeth,7,11,8,MEDIUM
2,35,Hingna,7,9,9,MEDIUM
2,35,YCCE,7,9,6,MEDIUM
2,35,Pardi,8,17,23,PEAK
2,35,HB Town,8,16,18,PEAK
2,35,Wathoda Square,8,18,24,PEAK
2,35,Kharbi Square,8,15,21,PEAK
2,35,Dighori,8,24,25,PEAK
2,35,Manewada,8,22,13,PEAK
2,35,Chatrapati Square,8,21,16,PEAK
2,35,Pratap Nagar,8,19,18,PEAK
2,35,Trimurti Nagar,8,26,23,PEAK
2,35,Dharampeth,8,28,12,PEAK
2,35,Hingna,8,20,14,PEAK
2,35,YCCE,8,27,14,PEAK
2,35,Pardi,9,30,12,PEAK
2,35,HB Town,9,16,10,PEAK
2,35,Wathoda Square,9,26,17,PEAK
2,35,Kharbi Square,9,21,21,PEAK
2,35,Dighori,9,15,22,PEAK
2,35,Manewada,9,24,19,PEAK
2,35,Chatrapati Square,9,19,11,PEAK
2,35,Pratap Nagar,9,16,10,PEAK
2,35,Trimurti Nagar,9,30,18,PEAK
